Persian,Transliteration
فی الحقیقه,/filhaqīqih/
کافیلو,/kāfīlu/
لفچه,/lafchih/
فتاح,/fattāh/
برکنده,/barkandih/
لفجن,/lafja(i)n/
برکندن,/barkandan/
گوهرآگین,/gu[w]har[']āgīn/
بلبان,/balabān/
بلبرینگ,/bulb[i]rīng/
پی خسته,/piykhastih/
چشم زخ,/chi(a)shmzakh/
حنو,/hunuv[v]/
حنکت,/hunkat/
احیانا,/'a(i)hyānan/
استحضار,/'istihzār/
مستفاد,/mustafād/
گره بسته,/girihbastih/
گره بر,/girihbur/
استزادت,/'istizādat/
مستغیث,/mustaqīs/
استرئوسکپ,/'istiri'uskup/
تقطیر,/taqtīr/
استحفاظ,/'istihfāz/
آتش مزاج,/'ātashmi(a)zāj/
تقطع,/taqattu'/
ام الغلیظ,/'ummulqalīz/
ام الشرایین,/'ummushsharāy(')īn/
برچسب,/barchasb/
برچیدگی,/barchīdigī/
کندذهن,/kundzihn/
جاوید,/jāvīd/
حتی الامکان,/hattal'imkān/
بارخانه,/bārkhānih/
حتی,/hattā/
فرانک,/farānak/
تلانج,/talān[a]j/
تلاوت,/ta(i)lāvat/
معادن,/ma'ādin/
فرانسه,/farānsih/
استخوان شناسی,/'ustu(i)khānshināsī/
آب انبار,/'āb[']ambār/
آبان,/'ābān/
جهلا,/juhalā/
حشایش,/hashāy(')ish/
درنا,/durnā/
برازش,/barāzish/
بارجامه,/bārjāmih/
هسیر,/hasīr/
هسک,/hasak/
برازندگی,/barāzandigī/
کام جو,/kāmjū/
دنب غزه,/dumbqazih/
دنبک,/dumbak/
کامخ,/kāmakh/
یاری,/yārī/
استداره,/'istidārih/
زج,/zuj[j]/
آزارش,/'āzārish/
یاره,/yārih/
زبیل,/zibīl/
ستیهیدن,/sitīhīdan/
شدید,/shadīd/
پاکیزه طبع,/pākīzitab'/
گرانی گاه,/girānīgāh/
شلفیه,/shalfīy[y]ih/
تکاثر,/takāsur/
تکاپو,/takapū/
کناره,/ka(i)nārih/
گوشه گزین,/gūshiguzīn/
توزیع,/tu[w]zī'/
گوشه گزینی,/gūshiguzīnī/
فی نفسه,/fīnafsi[h]/
فینال,/fīnal/
شلفینه,/shalfīnih/
بلبال,/balbāl/
سیاه درخت,/sīyāhdirakht/
سیاه دانه,/sīyāhdānih/
نوراهان,/nu[w]rāhān/
آزاردن,/'āzārdan/
مناظره,/munāzirih/
مستشرق,/mustashriq/
حظ,/haz[z]/
دایره زنگی,/dāyirizangī/
پیوند,/piyvand/
اشرف,/'ashraf/
نورالانوار,/nūrul'anvār/
اشربه,/'ashri(a)bih/
تجاهل العارف,/tajāhulul'ārif/
تغازل,/taqāzul/
تجبر,/tajabbur/
محکوم علیه,/mahkūmun'ala(i)yh/
کیبنده,/kībandih/
متناقض,/muti(a)nāqiz/
وررفتن,/varraftan/
اصطکاک,/'istikāk/
چند,/chand/
پیچا,/pīchā/
ابام,/'abām/
شریطه,/sharītih/
چنته,/chantih/
اصطلاح,/'istilāh/
شریعت,/sharī'at/
شهلیده,/shahlīdih/
مختصر,/mukhtasar/
بوشپاس,/būshpāsh/
بوشاسب,/būshāsb/
سند,/sanad/
جفجف,/jafjaf/
شهلیدن,/shahlīdan/
پرمنفعت,/purmanfa(i)'at/
ابالیس,/'abālīs/
دست آب,/dast[']āb/
محکوم به,/mahkūmunbih/
حرافت,/harāfat/
انعقاد,/'in'iqād/
شتم,/shatm/
حراست,/hi(a)rāsat/
شتلم,/shutulum/
لگدپرانی,/lagadparānī/
جلوزه,/jalūzih/
لگدانداز,/lagad[']andāz/
باله,/bālih/
هرزه گرد,/harzigard/
زایچه,/zāychih/
آلگرو,/'āligru/
کلرات,/kulurāt/
کلر,/kulur/
برغمان,/barqamān/
برغلانیدن,/barqalānīdan/
آلگ,/'ālg/
متوالی,/muti(a)vālī/
متوافق,/muti(a)vāfiq/
زائد,/zā'(y)id/
شهاب,/shahāb/
شهابی,/sha(i)hābī/
اشواک,/'ashvāk/
اشواق,/'ashvāq/
کمره,/kamarih/
کم رو,/kamrū/
سردور,/sardu[w]r/
سردمزاجی,/sardmi(a)zājī/
بزمه,/bazmih/
متناسب,/muti(a)nāsib/
هود,/hūd/
خجاره,/khujārih/
خج,/khaj/
دردی,/durdī/
متصالح,/muti(a)sālih/
ریس,/rīs/
اسلیمی,/'islīmī/
متصدر,/mutasaddir/
ریستن,/rīstan/
فرکنده,/farkandih/
نفج,/nafj/
موضع,/mu[w]zi'/
نخجیرگاه,/nakhjīrgāh/
دارصینی,/dārsīnī/
خه,/khah/
اسلیح,/'islīh/
کابل,/kābl/
کابلج,/kāblij/
نخجیرگان,/nakhjīrgān/
بان,/bān/
آزار,/'āzār/
پزشکی,/pizishkī/
ذنوب,/zunūb/
خویشی,/khīshī/
اوطار,/'u[w]tār/
پزشک,/pizishk/
وصف,/vasf/
پختکاب,/pukhtakāb/
بلبشو,/bilbishū/
موصی له,/mūsālah/
روث,/ru[w]s/
سرگزیت,/sargazīt/
سرگره,/sargirih/
روج,/rūj/
خمیدگی,/khamīdigī/
لرزه دار,/larzidār/
تهجد,/tahajjud/
ثالث,/sālis/
ثاقب,/sāqib/
دمدمه,/damdamih/
دم دار,/damdār/
قهارمه,/qahārimih/
تفسیدن,/tafsīdan/
حجیم,/hajīm/
وام,/vām/
کفشک,/kafshak/
ربح,/ribh/
عارضه,/'ārizih/
پان ایرانیسم,/pān(')īrānīsm/
پان اسلامیسم,/pān(')islāmīsm/
رباینده,/rubāyandih/
آفتاب رو,/'āftābrū/
قهر,/qahr/
اسیدنیتریک,/'asīdnītrīk/
فرامین,/farāmīn/
اسیدلاکتیک,/'asīdlāktīk/
غریب زاده,/qarībzādih/
جادوک,/jādū(u)vak/
فرامون,/firāmun/
تجنید,/tajnīd/
کیوسک,/kīyūsk/
کیوان,/kiyvān/
کشخ,/kashakh/
تجنیب,/tajnīb/
چاودار,/chāvdār/
برده فروش,/bardifurūsh/
مزایده,/muzāyidih/
حسنی,/husnā/
شرب الیهود,/shurbulyahūd/
حسنه,/hasanih/
دهما,/dahmā/
اوسع,/'u[w]sa'/
حظیره,/hazīrih/
اوسط,/'u[w]sat/
حظوظ,/huzūz/
لند,/land/
دامنه,/dāmanih/
چرنده,/charandih/
زب,/zab/
شربه,/sharabih/
مغافر,/maqāfir/
مغاص,/maqās/
نصر,/nasr/
پایتخت,/pāytakht/
محله,/mahallih/
فرخاگ,/farkhāg/
نصحا,/nusahā/
اللـه وردی,/'allāhvirdī/
بالن,/bāli(u)n/
لسان الحمل,/lisānulhamal/
اللهیار,/'allāhyār/
لسان الثور,/lisānussu[w]r/
مستحسن,/mustahsan/
غلغلستان,/qulqulistān/
فیزیولوژی,/fīzīyulužī/
فیزیولوژیست,/fīzīyulužīst/
کرکرانک,/karkarānak/
مستاجر,/musta'jir/
تصغیر,/tasqīr/
استنابت,/'istinābat/
مستاجره,/musta'jirih/
غرچه,/qarchih/
اسپندارمذ,/'ispandārmaz/
سریم,/sir[ī]yum/
تصعید,/tas'īd/
سریغ,/sarīq/
وتیره,/vatīrih/
شیون,/shīvan/
چراغ واسه,/chirāqvāsih/
شیونده,/shīvandih/
قدوه,/qudvih/
نخ,/nakh/
پرستارخانه,/parastārkhānih/
قدومه,/qudūmih/
عفیفه,/'afīfih/
عقاب,/'iqāb/
دودخانه,/dūdkhānih/
اشهاد,/'ishhād/
خانگاه,/khān[i]gāh/
اشه,/'ushih/
کوهسر,/kūhsar/
جلاد,/jallād/
بیت المال,/biytulmāl/
جلاجل,/jalājil/
بیت اﻟﻠﻪ,/biytullāh/
دودافکن,/dūd[']afkan/
مردانه,/mardānih/
داوری گاه,/dāvarīgāh/
زاران,/zārān/
داوطلب,/dāvtalab/
زارج,/zārij/
زوجه,/zu[w]jih/
زوجات,/zu[w]jāt/
ارجاف,/'irjāf/
آخرین,/'ākha(i)rīn/
مناص,/manās/
آخش,/'ākhash/
حضیض,/hazīz/
زحمت کش,/zahmatkish/
اخروشیدن,/'ukhrūshīdan/
تگاب,/tagāb/
اخروش,/'ukhrūsh/
ذوی الاحترام,/zavil'ihtirām/
تگاور,/tagāvar/
بقول,/buqūl/
ذوی الارحام,/zavil'arhām/
بقم,/baqam/
ارجاع,/'irjā'/
مچ پیچ,/muchpīch/
آبسه,/'ābsih/
مچاله,/muchālih/
گوشوارک,/gūshvarak/
اتاقک,/'utāqak/
لانجین,/lānjīn/
اتاقه,/'utāqih/
انگیزاننده,/'angīzānandih/
گوشوار,/gūshvār/
پلاس گری,/pa(i)lāsgarī/
مردانگی,/mardānigī/
میسره,/miysarih/
گوهرخا,/gu[w]harkhā/
کفچ,/kafch/
غژنده,/qažandih/
غژمه,/qužmih/
معشار,/mi'shār/
ناکث,/nākis/
کماج,/kumāj/
تاکتیک,/tāktīk/
آزادسرو,/'āzādsarv/
آزادزاده,/'āzādzādih/
تاک,/tāk/
هنرمندانه,/hunarmandānih/
هنرمند,/hunarmand/
کمابیش,/kamābīsh/
ژانر,/žānr/
باتوم,/bātūm/
ژانویه,/žānvīyih/
هم بازی,/hambāzī/
انژه,/'anžih/
باتو,/bātū/
اوکار,/'u[w]kār/
زهد,/zuhd/
اکاسره,/'akāsirih/
آینه,/'āy[i]nih/
اکارم,/'akārim/
آینده,/'āyandih/
اعلی,/'a'lā/
مویه گر,/mūyigar/
سبعیه,/sab'īy[y]ih/
همباز,/hambāz/
گزینه,/guzīnih/
حق جو,/haqjū/
حق پسند,/haqpasand/
واحرب,/vāharab/
مویه,/mūyih/
اعلم,/'a'lam/
وخشوربند,/vakhshūrband/
مغشی,/maqshī[y]/
مغشی علیه,/maqshīyyun'ala(i)yh/
واشه,/vāshih/
دوتخمه,/dutukhmih/
دوتار,/dutār/
مازار,/māzār/
متخلص,/muti(a)khallis/
متخلخل,/muti(a)khalkhil/
برشتن,/birishtan/
واشنگ,/vāshang/
طشت,/tasht/
آلبومین,/'ālbumīn/
فقه,/fiqh/
برمور,/bu(i)rumū(u)r/
مغایب,/muqāyib/
آلبومن,/'ālbumin/
غدنگ,/qadi(a)qan/
اسرشتن,/'isrishtan/
برمنشی,/barmanishī/
غدغد,/qudqud/
هیچ,/hīch/
طسوج,/tasūj/
ترینه,/tarīnih/
ترینان,/tarīnān/
هرز,/harz/
سریت,/surrīy[y]at/
تنغیص,/tanqīs/
باحور,/bāhūr/
سریانی,/suryānī/
بهانه,/bahānih/
برشاوش,/barshāvush/
هرروزه,/harrūzih/
لیچ,/līch/
یزیدی,
رب النوع,/rabbunnu[w]'/
بهاگیر,/bahāgīr/
ربانی,/rabbānī/
نازک اندیش,/nāzuk[']andīsh/
فرفر,"/firfir, farfar/"
فرفروک,/farfarūk/
جدیدالولاده,/jadīdulvilādih/
نوپا,/nu[w]pā/
دادسرا,/dādsarā/
دادفرما,/dādfarmā/
مراعات,/murā'āt/
مراعات النظیر,/murā'ātunnazīr/
سخن گزار,/sukhanguzār/
سرمد,/sarmad/
نوبهاری,/nu[w]bahārī/
سرمج,/sarmaj/
ولوج,/vulūj/
هتل,/hutil/
هتک,/hatk/
مولی,/mu[w]lā/
ممقوت,/mamqūt/
ذاتالرقاع,/zāturriqā'/
مولیدن,/mūlīdan/
پست خانه,/pustkhānih/
گزن,/gazan/
گزمه,/gazmih/
کاررس,/kārra(i)s/
کارراه انداز,/kārrāh[']andāz/
ممضی,/mumzā/
بجم,/bu(i)jm/
برادرزاده,/barādarzādih/
طالع مند,/tāli'mand/
پشت خم,/pushtkham/
لخت,/lakht/
شکرخا,/shikarkhā/
شکرچین,/shikarchīn/
پشت پایی,/pushtipāy(')ī/
زنبه,/zambih/
مکبر,/mukabbir/
زن به مزد,/zanbimuzd/
مکبه,/mikabbih/
منبر,/mi(a)mbar/
تفکیر,/tafkīr/
منبسط,/mumbasit/
گشن خواه,/gushnkhāh/
بجکم,/bajkam/
یکتادل,/yiktādil/
دردآور,/dard[']āvar/
یسر,/yusr/
یکتاپرست,/yiktāparast/
دردآلود,/dard[']ālūd/
مشبه به,/mushabbahunbih/
گوهرتاب,/gu[w]hartāb/
صیغ,/sīyaq/
صیغه,/sīqih/
مدرب,/mudarrab/
کلجان,/kaljān/
ردی,/radī/
کلج,/ka(i)lj/
ملاباجی,/mullābājī/
سپیدسار,/sipīdsār/
حاق,/hāq[q]/
الغار,/'ilqār/
آهنج,/'āhanj/
گردزاد,/gurdzād/
تنگ بیز,/tangbīz/
گردروبی,/gardrūbī/
الغاز,/'alqāz/
مبنی,/mabnī/
سخن گو,/sukhangū/
جلف,/jilf/
مبهج,/mubahhij/
سخن گستر,/sukhangustar/
بزرگ ارتشتاران,/buzurg'artishtārān/
بزخو,/buzkhū/
مساهمت,/musāhimat/
سپیدرو,/sipīdrū/
استن,/'istin/
دیسک,/dīsk/
پوست فروش,/pūstfurūsh/
وتو,/vitu/
متطلس,/mutatallis/
مستحدث,/mustahdas/
دیسانتری,/dīsānt[i]rī/
موازین,/mavāzīn/
مقدور,/maqdūr/
کفچه,/kafchih/
مقدمه چینی,/muqaddamichīnī/
رزم ناو,/razmnāv/
رزمه,/rizmih/
کفچلیز,/kafcha(i)līz/
صداندرصد,/sad[']andarsad/
دنانیر,/danānīr/
پوستر,/pustir/
خارایی,/khārāy(')ī/
جان اوسپار,/jān[']ūspār/
سنگ,/sang/
سنکپ,/sankup/
کلاش,/kalāsh/
خارانو,/khārānū/
جاناور,/jānāvar/
روسپی زاده,/rūspīzādih/
روستا,/rūstā/
چارمیخ,/chārmīkh/
گم گشته,/gumgashtih/
بی رنگ,/bīrang/
دوشاب,/dūshāb/
بیرن,/bīrun/
صناج,/sannāj/
فرادیس,/farādīs/
یسری,/yusrā/
آکومولاتور,/'ākū(u)mū(u)lātur/
الوس,/'alūs/
قبا,/qabā/
قب,/qab[b]/
بضعه,/biz'ih/
روزنامه,/rūznāmih/
عذوبت,/'uzūbat/
فرادیدن,/farādīdan/
زواید,/zavāy(')id/
فتانه,/fattānih/
فتان,/fattān/
ازرق فام,/'azraqfām/
ناخن پیرا,/nākhunpīrā/
لولاگر,/lu[w]lāgar/
ناخن بر,/nākhunbur/
شلپوی,/shalpūy/
ازعاج,/'iz'āj/
تاهل,/ta'ahhul/
اسقف,/'usquf/
تاهب,/ta'ahhub/
عطوفت,/'utūfat/
اسقام,/'asqām/
بغرا,/baqrā/
ناکردنی,/nākardanī/
پیلغوش,/pīlqūsh/
بغتتا,/baqtatan/
سرباز,/sarbāz/
چوک,/chūk/
ظلامه,/zulāmih/
ناکدخدا,/nākadkhudā/
کالبد,/kālbu(a)d/
کالبدشکاف,/kālbu(a)dshikāf/
حدقه,/hadaqih/
افشره,/'afshurih/
عدوان,/'udvān/
افشرنده,/'afshurāndih/
کنجکاو,/kunjkāv/
نکروز,/nikruz/
نکره,/naka(i)rih/
عاقبت الامر,/'āqibatul'amr/
ستنبه,/sitambih/
دارایی,/dārāy(')ī/
صیرفی,/siyrafī/
کنجک,/kanjak/
آژخ,/'āžakh/
آژانس,/'āžāns/
صیدنه,/siydanih/
اوفتادن,/'ūftādan/
اوفاریقون,/'ūfārīqūn/
همار,/hamār/
منفا,/manfā/
دستجه,/dastajih/
عطوف,/'atūf/
عز,/'iz[z]/
هماتین,/himātīn/
لولاک,/lu[w]lāk/
دانشمند,/dānishmand/
برکه,/birkih/
قهوه جوش,/qahvijūsh/
سجاوندی,/sajāvandī/
سال گره,/sālgirih/
برکی,/barakī/
دانش گستر,/dānishgustar/
مباد,/mabād/
زوایا,/zavāyā/
آوختن,/'āvikhtan/
آوخ,/'āvakh/
مباحثه,/mubāhisih/
خزف,/khazaf/
چارمغز,/chārmaqz/
بیتکچی,/bītikchī/
خزعبلات,/khuza'balāt/
آخوندک,/'ākhū(u)nd/
آخوند,/'ākhūnd/
بنساله,/bunsālih/
پیکرنگار,/piykarnigār/
بسیارگو,/bisyārgū/
گشاده رویی,/gushādirūy(')ī/
بسیاردان,/bisyārdān/
انفال,/'anfāl/
عالی آوازه,/'ālī'(y)āvāzih/
تمحل,/tamahhul/
اریب,/'arīb/
عالیات,/'ālīyāt/
فحشا,/fahshā/
گشاده رو,/gushādirū/
فحص,/fahs/
میکروسکوپی,/mīkruskupī/
میکروسکوپ,/mīkruskup/
غوانی,/qavānī/
یاکند,/yākand/
مستجد,/mustajad[d]/
جوجگک,/jūjagak/
غوامض,/qavāmiz/
بغلک,/baqalak/
بغلطاق,/baqaltāq/
تنگ خو,/tangkhū/
تنگ خویی,/tangkhūy(')ī/
مجه,/majih/
مجون,/mujūn/
آتش انداز,/'ātash[']andāz/
خضر,/khazar/
بغض,/buqz/
میان بالا,/mīyānbālā/
بغضا,/baqzā/
بخشایشگر,/bakhshāyishgar/
موسیقی,/mūsīqī/
عرق گز,/'araqgaz/
عرق گیر,/'araqgīr/
پرستاری,/parastārī/
شاشک,/shāshak/
یخچال,/yakhchāl/
شاشنگ,/shāshang/
پرستاروش,/parastārvash/
اسیاف,/'asyāf/
نیرنگ باز,/nī(iy)rangbāz/
کلستروم,/kulūst[i]rum/
نیرنگ,/nī(iy)rang/
پرآژنگ,/pur[']āžang/
کلسترول,"/kuli(u)st[i,u]rul/"
پرآزرم,/pur[']āzarm/
مضجع,/mazja'/
گه گیری,/gahgīrī/
گه گیر,/gahgīr/
پرستوک,/parastūk/
دیار,/dayyār/
پرستو,/parastū/
مرجمک,/marjumak/
تلویزیون,/til[i]vīsīyun/
دیاپازون,/dīyāpāzun/
عشق باز,/'ishqbāz/
اشتاد,/'ashtad/
اشتات,/'ashtat/
بهیمی,/bahīmī/
برگردیدن,/bargardīdan/
برگردیده,/bargardīdih/
کشورداری,/kishvardārī/
پزاوه,/pazāvih/
بهین,/bihīn/
کشوردار,/kishvardār/
آبیاری,/'ābyārī/
تلویح,/talvīh/
مذهب,/mazhab/
گران خرید,/girānkharīd/
گران خاطر,/girānkhātir/
لحیة التیس,/lihyatuttuys/
لحیه,/lihyih/
وفاسگال,/vafāsigāl/
رآکسیون,/ri'āksīyun/
ساکت,/sākit/
هزارتابه,/hizārtābih/
چرب سخن,/charbsukhan/
ورنامه,/varnāmih/
اوصیا,/'u[w]sīyā/
اوصال,/'u[w]sāl/
چربزبانی,/charbzabānī/
سائد,/sā'id/
ورنا,/vurnā/
سائح,/sā'ih/
اسهل,/'ashal/
سهل العبور,/sahlul'ubūr/
اضطرار,/'iztirār/
اضطرام,/'iztirām/
سه لا,/sil[l]ā/
نیک محضر,/nīkmahzar/
باروت,/bārūt/
قنق,/qunuq/
دیت,/dīyat/
درخت کاری,/dirakhtkārī/
قنفذ,/qunfu(a)z/
چگالی سنج,/chigālīsanj/
دائما,/dā'iman/
کلافه,/kalāfih/
دوگیتی,/dugītī/
استیضاح,/'istīzāh/
استیصال,/'istīsāl/
ناامن,/nā'amn/
نااصل,/nā'asl/
ونگ,/vang/
درخت سنبه,/dirakhtsumbih/
چگال,/chigāl/
کلاف,/kalāf/
دلیجان,/dilījān/
دلهره,/dilhurih/
مرح,/marah/
هواری,/havārī/
نزاریه,/ni(a)zārīy[y]ih/
دوگاه,/dugāh/
ستمکاره,/sitamkārih/
قهوه خانه,/qahvikhānih/
قهوه خوری,/qahvikhurī/
سپیدکار,/sipīdkār/
بسترم,/busturm/
چوگان بازی,/chu[w]gānbāzī/
بستردن,/bisturdan/
پاک جامه,/pākjāmih/
ترعه,/tur'ih/
پاک تن,/pāktan/
ترعیب,/tar'īb/
بادفراه,/bādafrāh/
آردال,/'ārdāl/
ناودان,/nāvdān/
کج نهاد,/kajni(a)hād/
آرداله,/'ārdālih/
کجواج,/kajvāj/
نجابت,/nijābat/
خرچال,/kharchāl/
خرجین,/khurjīn/
تاثیر,/ta'sīr/
سیماب,/sīmāb/
تاثم,/ta'assum/
صرر,/surar/
خطیر,/khatīr/
پهلوزبان,/pahlu[w]zabān/
خطیئات,/khatī'āt/
بزمجه,/buzmajjih/
نیم دست,/nīmdast/
پهلودار,/pahlūdār/
صرح,/sarh/
دگردیس,/digardīs/
مابون,/ma'būn/
مابقی,/mābaqī/
علم النفس,/'ilmunnafs/
نج,/nu(a)j/
تشر,/tashar/
گلفهشنگ,/gulfahshang/
تشذیب,/tashzīb/
ظلمت کده,/zulmatkadih/
ظلمت فزا,/zulmatfazā/
فطریه,/fitrīy[y]ih/
فطری,/fitrī/
طرب آرا,/tarab[']ārā/
ازاحیف,/'azāhīf/
دل آسا,/dil[']āsā/
دل آزرده,/dil[']āzurdih/
خوش معامله,/khushmu'āmilih/
متنفس,/mutanaffis/
طرب آباد,/tarab[']ābād/
شقاقلوس,/shaqāqlūs/
چهل منار,/chihilmi(a)nār/
عسکر,/'askar/
ناسخ,/nāsikh/
لم,/lam/
هفت جوش,/haftjūsh/
تشائم,/tashā'um/
ناستوده,/nāsutūdih/
فرخنده طالع,/farkhunditāli'/
تعلیقه,/ta'līqih/
ضعیف چزان,/za'īfchizān/
فرخنده رای,/farkhundirāy/
کخ,/kakh/
سیاه گلیم,/sīyāhgilīm/
تشاور,/tashāvur/
آغشتگی,/'āqishtigī/
مهرالمثل,/mahrulmisl/
غاصب,/qāsib/
دیدار,/dīdār/
دغدغان,/daqdaqān/
بلاد,/balād/
متدارک,/muti(a)dārik/
رامک,/rāma(i)k/
ری,/ray/
سبق,/sabq/
مسالمت,/musālimat/
مصوب,/musavvab/
اخلا,/'akhillā/
مصاصه,/musāsih/
بهادری,/bahādurī/
اخگل,/'akhgal/
شح,/shah[h]/
ایالت,"/'i(a,ī)yālat/"
ایالات,"/'i(a,ī)yālāt/"
متافیزیک,/mitāfīzīk/
متاعب,/matā'ib/
عصمت,/'ismat/
ضرا,/zarrā/
سپندار,/sipandār/
ضر,/zarr/
جماعت,/jamā'at/
جویچه,/jūychih/
برانداز,/bar[']andāz/
براندازنده,/barāzandih/
آکند,/'ākand/
کاشالوت,/kāshālut/
کاش,/kāsh/
علانیه,/'alānīy[y]ih/
کاغذ,/kāqaz/
کویر,/kavīr/
عشرت خانه,/'ishratkhānih/
عشرت,/'ishrat/
جویبار,/jūybār/
کویج,/ku(i)vīj/
متکثر,/mutakassir/
متکبرانه,/muti(a)kabbirānih/
مرغوب,/marqūb/
مشهد,/mashhad/
لدغه,/ladqih/
مرغول,/marqūl/
مشوه,/mushavvah/
لدغ,/ladq/
معظم,/mu'zam/
غلام بچه,/qulāmbach[ch]ih/
فطنت,/fitnat/
زمودن,/zumūdan/
رب العباد,/rabbul'ibād/
غلام باره,/qulāmbārih/
زمو,/zumū/
کنایه,/kināyih/
غزو,/qazv/
کنایس,/kanāyis/
اطراب,/'itrāb/
بسر,/busr/
تپه,/tappih/
لیل,/liyl/
بهادرانه,/bahādurānih/
تپو,/tapū/
شانی,/shānī/
بهیمه,/bahīmih/
آستان,/'āstān/
لمتر,/lamtur/
لن ترانی,/lantarānī/
رفوشه,/rafūshih/
لمباندن,/lumbāndan/
کاونده,/kāvandih/
کاولی,/kāvulī/
رضا,/rizā/
اسکیت,/'iskiyt/
ده پنج زنی,/dahpanjzanī/
دهخدا,/dihkhudā/
اسکیتینگ,/'iskiytīng/
رضاع,/rizā'/
بانک,/bānk/
بهیزک,/bihīzak/
مرحب,/marhab/
باندرل,/bandi(u)rul/
ساس,/sās/
سازیدن,/sāzīdan/
خنگ,/khing/
غزنوی,/qaznavī/
فراخ ابرو,/farākh[']abrū/
اشنیدن,/'ishnīdan/
فراخاستن,/farākhāstan/
ذوالوجهین,/zulvajhiyn/
طیار,/tayyār/
غزلیات,/qazalīy[y]āt/
طی,/ti(a)y[y]/
خرس,/kharas/
والاگهر,/vālāguhar/
مظالم,/mazālim/
تتربو,/tatarbū/
انخفاض,/'inkhifāz/
تناکر,/tanākur/
تنانی,/tanānī/
باه,/bāh/
باوقار,/bāva(i)qār/
فروخواندن,/furūkhāndan/
تاواتا,/tāvātā/
ویس کنسول,/vīskunsūl/
کنش,/kunish/
ترقیع,/tarqī'/
دردمندی,/dardmandī/
کنسول یار,/kunsūlyār/
فراخ کام,/farākhkām/
فراخ کندوری,/farākhkandūrī/
سین,/sīn/
مالیدن,/mālīdan/
تشاجر,/tashājur/
تشابه,/tashābuh/
یکرنگی,/yikrangī/
مالیخولیایی,/mālīkhūlīyāy(')ī/
الیم,/'alīm/
گرهه,/guruhih/
گری,/garī/
پرکلرات,/pirk[u]lurāt/
پرکرشمه,/purkirishmih/
کوران,/kūrān/
شکسته بال,/shikastibāl/
اضاعه,/'izā'ih/
خوش سودا,/khushsu[w]dā/
شکسته,/shikastih/
ایبک,/'a(i)ybak/
کورانه,/kūrānih/
تخمار,/tukhmār/
پای خست,/pāykhast/
ایام البیض,/'ayyāmulbayz/
خرقه پوش,/khirqipūsh/
محرمات,/muharramāt/
پهنه,/pahnih/
عددی,/'adadī/
پایچه,/pāychih/
عدد,/'adad/
سلو,/sulu/
داعی الدعاة,/dā'īyuddu'āt/
داعی,/dā'ī/
مطابق,/mutābiq/
مستنکف,/mustankif/
مفترض,/muftaraz/
پست تر,/pasttar/
مفترس,/muftaras/
عرش,/'arsh/
مستنیر,/mustanīr/
موحد,/muvahhid/
بسیجیده,/basījīdih/
سومو,/sūmu/
طفره,/tafrih/
موچین,/mūchīn/
طفاوه,/tafāvih/
انده,/'anduh/
سومری,/sūmirī/
زاغ چشم,/zāqchi(a)shm/
زاغچه,/zāqchih/
رست,/rust/
شکسته بند,/shikastiband/
مماشات,/mumāshāt/
ترومپت,/tu(i)rumpit/
تروند,/tarvand/
آزدن,"/'āz[i,a]dan/"
صفار,/saffār/
پاچه خیزک,/pāchikhīzak/
آزخ,/'āzakh/
ترابش,/tarābish/
هندسی,/hindisī/
دانش پژوه,/dānishpažūh/
فدرال,/fidirāl/
رسایی,/ra(i)sāy(')ī/
لک وپک,/lakupak/
فرخاش,/farkhāsh/
متضاد,/muti(a)zād[d]/
ناچیزی,/nāchīzī/
اندوهه,/'andūhih/
فراعنه,/farā'inih/
متصید,/mutasayyad/
رادیولوژی,/rad[ī]yulužī/
بسیجیدن,/basījīdan/
ناحق,/nāhaq/
خفته وراسته,/khufti'urāstih/
عرس,/'ur[u]s/
پیروی,/piyra(u)vī/
مغاک,/ma(u)qāk/
مغافصه,/muqāfisih/
خانوار,/khān[i]vār/
خفته,/khuftih/
چامه,/chāmih/
طالبی,/tālibī/
تهایج,/tahāyuj/
پیرومتر,/pīrumitr/
چالیکی,/chālīkī/
مصونیت,/masūnīy[y]at/
هم آیین,/ham[']āyīn/
ایراک,/'īrāk/
بنادق,/banādiq/
سلنیم,/silinīyum/
بناغ,/banāq/
لمعان,/lama'ān/
انخراط,/'inkhirāt/
مرضع,/murzi'/
مرضات,/marzāt/
انخزال,/'inkhizāl/
لمع,/lam'/
چرخنده,/charkhandih/
حیث,/hiys/
پلندین,/palandīn/
خودنمایی,"/khudna(i,u)māy(')ī/"
فیاوار,/fayāvār/
گسستن,/gusastan/
پلمه,/palmih/
بددین,/baddīn/
بازدانستن,/bāzdānistan/
بدذات,/badzāt/
فروغ بخش,/furūqbakhsh/
بازداشته,/bāzdāshtih/
سفله پرور,/sifliparvar/
فروغ,/furūq/
روستره,/rūsiturih/
پیش رس,/pīshri(a)s/
اضافه کاری,/'izāfikārī/
اضافی,/'izāfī/
پیش دستی,/pīshdastī/
علی القطع,/'alalqat'/
معرض,/ma'raz/
دم,/dam/
ملام,/malām/
علی القاعده,/'alalqā'idih/
مازوت,/māzu(ū)t/
مازو,/māzū/
فی الواقع,/filvāqi'/
گسستگی,/gusastigī/
خودنما,"/khudna(i,u)mā/"
سوپ,/sūp/
علاقه بند,/'ilāqiband/
تعزیه,/ta'zīyih/
باختن,/bākhtan/
شله,/shalih/
لنگری,/langarī/
لنگوته,/lungūtih/
مقابله,/muqābilih/
هجده,/hijdah/
